Foundation,Communities,FormalName,Location,Region
Crawley Monastery,founded before 1042; (ref. as monasterium 1086),"St Firmin
____________________North Crawley Monastery",52°05′12″N 0°39′31″W﻿ / ﻿52.0867287°N 0.6586808°W﻿ / 52.0867287; -0.6586808﻿ (Crawley Monastery (site)),Buckinghamshire
Gare Nunnery,"Benedictine nunsfounded 1163 in Stoke Goldington by Robert de Salcey, Peter de Goldington and Richard de Besseville;granted to Delapré, Northamptonshire, late 12th/early 13th centuries;
apparently reduced to status of a grange by 1438;
subsequently recorded as destroyed","Gore Nunnery;Gorefields NunneryPrioratus Gore, Sanctae Mariae Magdalenae, Moniales Nigrae",,Buckinghamshire
Hogshaw Nunnery #,"St John of Jerusalem nuns
cellfoundation unknowntransferred to Sisters of St John Priory, Buckland, Somerset c.1180;
site occupied by Knights Hospitaller commandery (see immediately below)",,51°53′45″N 0°55′44″W﻿ / ﻿51.8958077°N 0.9287632°W﻿ / 51.8958077; -0.9287632﻿ (Hogshaw Nunnery),Buckinghamshire
Hogshaw Commandery #,"Knights Hospitallerfounded c.1180 on site of earlier nunnery (see immediately above), granted by William Peverel;dissolved 1470 becoming prior's possession; granted to Matilda Lane c.1543;
church in use until 1650; ruined by 1700",,51°53′45″N 0°55′44″W﻿ / ﻿51.8958077°N 0.9287632°W﻿ / 51.8958077; -0.9287632﻿ (Hogshaw Commandery),Buckinghamshire
Lavendon Abbey $,"Premonstratensian Canonsfounded c.1154/5-1158 by John de Bidun, sheriff of Buckinghamshire;dissolved 1536; granted to Sir Edmund Peckham 1543;
site now occupied by house named 'Lavendon Grange' (once the home of relatives of Sir Isaac Newton)","The Abbey Church of Saint John the Baptist, Lavendon
____________________Lavinden Abbey",52°10′21″N 0°40′51″W﻿ / ﻿52.1726355°N 0.6807178°W﻿ / 52.1726355; -0.6807178﻿ (Lavendon Abbey),Buckinghamshire
Little Marlow Priory,"Benedictine nunsfounded c.1195 or before 1218 (or 1244 by Jeffrey, Lord Spensar);dissolved in, or before 1536; granted to John Tiltey and E. Restwold 1540","Saint Mary
____________________Little Merlow Priory;Minchin Marlow Priory",51°34′53″N 0°43′05″W﻿ / ﻿51.5814299°N 0.7180971°W﻿ / 51.5814299; -0.7180971﻿ (Little Marlow Priory),Buckinghamshire
Luffield Priory,"Benedictine monksfounded after 1118 (c.1123 or 1124, or 1133) by Robert II le Bossu, Earl of Leicester;
suppression authorised by the Pope 1494;dissolution stayed until 1504, after the death of the serving prior",The Blessed Virgin Mary,52°04′16″N 1°01′34″W﻿ / ﻿52.071°N 1.026°W﻿ / 52.071; -1.026﻿ (Luffield Abbey),Buckinghamshire
Medmenham Abbey,"Cistercian monks — from Woburn, Bedfordshirefounded 1201/4, or in 1202 by Hugh de Bolbec;
house built 1213;dissolved before 8 July 1536 (delayed from 1524); granted to Robert Mone and others 1547;
converted into a manor house","The Abbey Church of the Blessed Virgin Mary, Medmenham
____________________Mendham Abbey",51°32′52″N 0°50′17″W﻿ / ﻿51.547696°N 0.838104°W﻿ / 51.547696; -0.838104﻿ (Medmenham Abbey),Buckinghamshire
Missenden Abbey ^,"Augustinian/Arroasian Canonsalien house: daughter of St Mary de Bosco, or de Nemore, Ruisseauville, France;founded 1133 by William de Missenden;
the house acknowledged royal supremacy 1536;dissolved 1538; granted to the Duke of Northumberland;
now a residential college rarely open to general public","The Abbey Church of Saint Mary the Virgin, Great Missenden
____________________Great Missenden Abbey",51°42′02″N 0°42′10″W﻿ / ﻿51.700571°N 0.702674°W﻿ / 51.700571; -0.702674﻿ (Missenden Abbey),Buckinghamshire
Newton Longville Priory,"Cluniac monksalien house: daughter of Longville Ste Foi Abbeyfounded c.1150 or before 1102 by Walter Giffard, Earl of Buckingham;dissolved 1414;granted to New College, Oxford 1441;
Manor House purportedly built on site 1550; St Faith's Church incorporates 12th-century church remains, possibly originally part of the priory church and may have been the conventual church of the priory","St Faith
____________________Newington-Longaville Priory;Newton-Longville Cell",51°58′28″N 0°46′03″W﻿ / ﻿51.9743464°N 0.7675999°W﻿ / 51.9743464; -0.7675999﻿ (Newton Longville Priory),Buckinghamshire
Notley Abbey ^,"Augustinian Canons Regularfounded before 1162 by Walter Giffard, Earl of Buckingham, and Lady Ermgard;dissolved 9 December 1538; granted to Sir William Paget 1547;
site now occupied by a private house without public access","The Abbey Church of the Blessed Virgin and Saint John the Baptist, Notley
____________________abbey de parco Crendon;Crendon Parc Abbeyabbey de parco super Thamam;Nuctele Abbey;Noctele Abbey;Nuttley Abbey;Nutley Abbey",51°46′37″N 0°57′51″W﻿ / ﻿51.7770148°N 0.9642112°W﻿ / 51.7770148; -0.9642112﻿ (Notley Abbey),Buckinghamshire
Ravenstone Priory,"Augustinian Canons Regularfounded 1255 by Peter de Chaseport (Chaceport), Keeper of the Royal Wardrobe;dissolved 1525 (or 1544); granted to Sir Francis Byran 1548;
site now occupied by 19th century 'Abbey Farm'","The Priory Church of St Mary
____________________Ravinston Priory",52°09′01″N 0°45′32″W﻿ / ﻿52.1501893°N 0.7590249°W﻿ / 52.1501893; -0.7590249﻿ (Ravenstone Priory),Buckinghamshire
Risborough Priory (?),Benedictine monks — doubtful establishment; reputedly pre-Conquest cell of Canterbury Cathedral,Monks Risborough Priory,51°43′57″N 0°49′30″W﻿ / ﻿51.7323924°N 0.8249214°W﻿ / 51.7323924; -0.8249214﻿ (Risborough Priory),Buckinghamshire
Snelshall Priory $,"Premonstratensian Canons
cell dependent on Lavendon;founded before 1166, granted to Lavendon by Sybil de Aungervill (Dangerville);abandoned after 1203-4Benedictine monksfounded 1203/4-1219 by Ralph Mortel (grandson of Sybil de Aungervill);dissolved 1535; granted to Francis Piggot 1538;
site currently comprises earthworks","St Leonard
____________________Snellshall Priory",52°00′10″N 0°48′46″W﻿ / ﻿52.0027665°N 0.8127737°W﻿ / 52.0027665; -0.8127737﻿ (Snelshall Priory),Buckinghamshire
Tickford Priory,"Benedictine-Cluniac monksalien house: cell of Marmoutierfounded 1140 or c.1100 by Fulk Paynell;dissolved 1524; sold to Henry Atkins, MD by James I","Blessed Virgin Mary
____________________Newport Pagnel Priory;
Tyxford Priory",52°05′10″N 0°42′54″W﻿ / ﻿52.0861617°N 0.7148677°W﻿ / 52.0861617; -0.7148677﻿ (Tickford Priory),Buckinghamshire
Widmere Commandery,Knights Hospitallerfounded before 1248;dissolved before 1338,Widmere Camera;Widmere Preceptory,51°35′43″N 0°48′03″W﻿ / ﻿51.595315°N 0.8007789°W﻿ / 51.595315; -0.8007789﻿ (Widmere Commandery),Buckinghamshire
Wing Priory #,"Saxon monastery 7th centuryBenedictine monksalien house: cell dependent on St Nicholas, Angersfounded before 1086;granted by Empress Matilda to Angers;
land and later, chapel, granted to Angers by Bodin de Ver;
in ownership of the Crown 1342-1361 and 1393-1423;dissolved 1416; granted to St Mary de Pré, Hertfordshire by St Albans, Hertfordshire;granted to Sir Robert Dormer by King Henry VIII",Wenge Priory,51°53′21″N 0°43′14″W﻿ / ﻿51.889107°N 0.7204628°W﻿ / 51.889107; -0.7204628﻿ (Wing Priory),Buckinghamshire
"Anglesey Priory ^,Lode","Augustinian Canons Regularfounded 1135 by Henry I; initially established as a hospital;
apparently becoming a priory c.1212 when endowed by Richard de Clare, Earl of Gloucester;dissolved before 7 August 1536; granted to John Hynde c.1538;
remains incorporated into private house named 'Anglesey Abbey' 1591; (NT)","The Priory Church of the Blessed Virgin Mary and Saint Nicholas, Anglesey",52°14′14″N 0°14′20″E﻿ / ﻿52.237244°N 0.238784°E﻿ / 52.237244; 0.238784﻿ (Anglesey Priory),Cambridgeshire
Barham Friary,"Crutched Friarsfounded before 1272 (or c.1293) apparently from Welnetham, Suffolk;
later dependent on London;dissolved 1538; granted to Philip Paris c.1539, and later to John Millecent, Esq.
chapel remained in use until house named 'Barham Hall' built on site 1830","St Margaret
____________________Barkham Priory;Bercham Priory",52°05′25″N 0°17′47″E﻿ / ﻿52.0903°N 0.2964°E﻿ / 52.0903; 0.2964﻿ (Barham Friary),Cambridgeshire
"Barnwell Priory, Cambridge","Augustinian Canons Regulartransferred from St Giles, Castle Hill, Lode;refounded c.1112 by Pain Peverel;
plundered by townsmen 1381dissolved 11 November 1538; granted to Anthony Brown c.1546; granted to Edward, Lord Clinton c.1552;
ruins thoroughly destroyed 1810",St Giles and St Andrew,52°12′32″N 0°08′19″E﻿ / ﻿52.209027°N 0.13852°E﻿ / 52.209027; 0.13852﻿ (Barnwell Priory),Cambridgeshire
Cambridge Austin Friars,Augustinian Friars (under the Limit of Cambridge)founded before 1289;transferred to new site (see immediately below) 1290,,,Cambridgeshire
Cambridge Austin Friars,Augustinian Friars (under the Limit of Cambridge)transferred from earlier site (see immediately above) 1290 by Geoffrey de Picheford,,"52°12′13″N 0°07′11″E﻿ / ﻿52.203484°N 0.119745°E﻿ / 52.203484; 0.119745﻿ (Austin Friary, Cambridge)",Cambridgeshire
"Cambridge Augustinian Priory, Castle Hill, Lode","Augustinian Canons Regularfounded c.1092 by Picot, Lord of Bourn, Sheriff of Cambridgeshire, and Hugolina, his wife;transferred to new site at Barnwell c.1112",St Giles,52°12′32″N 0°08′19″E﻿ / ﻿52.209027°N 0.13852°E﻿ / 52.209027; 0.13852﻿ (Cambridge Augustinian Priory),Cambridgeshire
"Cambridge, Bethlehemite Friary (?)","Bethlehemite Friars
documented 1257 — probably never established",,,Cambridgeshire
Cambridge Blackfriars,Dominican Friars (under the Visitation of Cambridge)founded before 1238 (or 1237-42/c.1258);dissolved 1538; granted to Edward Erlington and Humphrey Metcalf c.1543;Emmanuel College built on site 1584 (see Cambridge University),,52°12′14″N 0°07′26″E﻿ / ﻿52.2038064°N 0.1237598°E﻿ / 52.2038064; 0.1237598﻿ (Cambridge Blackfriars),Cambridgeshire
"Blackfriars, Cambridge *",Dominican Friarsfounded 1938; extant,"The Priory of Saint Michael the Archangel, Cambridge","52°12′50″N 0°06′33″E﻿ / ﻿52.21375°N 0.109201°E﻿ / 52.21375; 0.109201﻿ (Blackfriars, Cambridge)",Cambridgeshire
"Cambridge, Buckingham College Priory","Benedictine monksdependent on Crowland, Lincolnshire;transferred from Ely Hostel 1428;dissolved c.1540;refounded 1542 as the College of St Mary Magdalene",Monk's College,"52°12′37″N 0°06′58″E﻿ / ﻿52.210278°N 0.116111°E﻿ / 52.210278; 0.116111﻿ (Buckingham College Priory, Cambridge (site))",Cambridgeshire
"Cambridge, Ely Hostel Priory",Benedictine monksdependent on Ely & others;founded 1321 for brothers studying at Ely;transferred to new site at Spaldyngs Inn (see immediately below),,,Cambridgeshire
"Cambridge, Border Hostel Priory","Benedictine monksdependent on Ely & others;transferred from Ely Hostel (see immediately above) 1350 to Spaldyngs Inn (later renamed Border Hostel);transferred to new site at Cambridge, Buckingham College 1428",,,Cambridgeshire
Cambridge Greyfriars,"Franciscan Friars Minor, Conventual (under the Custody of Cambridge)founded c.1226, ""by the bounty of Edward I"", on the site of an old synagogue loaned to the Franciscans and adjoining land;rebuilt before 1330;dissolved 1538 (the friars departed prior to the enforcement); sold to the executors of Lady Frances Sidney 1544/5;granted to Trinity College, Cambridge 1546;Sidney Sussex College, Cambridge founded on site 1595",,52°12′28″N 0°07′12″E﻿ / ﻿52.2077908°N 0.1199323°E﻿ / 52.2077908; 0.1199323﻿ (Cambridge Greyfriars (site)),Cambridgeshire
Cambridge Pied Friars,Pied Friarsfounded 1256(?) when some friars appear to have remained in the move of the Carmelites from Chesterton to Newnham;transferred to new site (see immediately below) 1273,,,Cambridgeshire
Cambridge Pied Friars,"Pied Friars
(community founded at earlier site (see immediately above) 1256(?));transferred here between 1273 and 1279 on land bought 1273 by the proctor of the Order of Blessed Mary in England;dissolved after 1319",,52°12′44″N 0°06′49″E﻿ / ﻿52.212095°N 0.113535°E﻿ / 52.212095; 0.113535﻿ (Cambridge Pied Friars),Cambridgeshire
Cambridge White Friars,"Carmelite Friars
(community founded at Chesterton 1247 (or 1249));transferred here 1249 via Newnham;dissolved 1538; granted to John Eyer c.1544",,"52°12′11″N 0°06′53″E﻿ / ﻿52.2031094°N 0.1145947°E﻿ / 52.2031094; 0.1145947﻿ (Whitefriars, Cambridge)",Cambridgeshire
Cambridge — Friars of the Sack,"Friars of the Sackfounded 1258 at the house of John le Rus, mayor of Cambridge, from funding by Edward I;
intended by the Pope to be passed to the Gilbertines 1290, but plan abandoned because the friars were still in residence; granted to Peterhouse 1307;
site now occupied by Fitzwilliam Museum",,"52°12′02″N 0°07′05″E﻿ / ﻿52.2004331°N 0.1181781°E﻿ / 52.2004331; 0.1181781﻿ (Friars of the Sack, Cambridge)",Cambridgeshire
Cambridge — St Mary's Friars,Friars of St Maryfounded c.1279dissolved after 1319,,,Cambridgeshire
Cambridge — St Edmund's Priory,"Gilbertine Canonsfounded before 1291, St Edmund's chapel granted by 'the bounty or gift of' B_ son of Walter; originally intended by the Pope to be located at the friary of the Sack, but it was still occupied;dissolved 1539; granted to Edward Ebrington (Erlington?) and Humphrey Metcalf c.1543","The Priory Church of Saint Edmund, Cambridge","52°11′58″N 0°07′12″E﻿ / ﻿52.1993876°N 0.1201093°E﻿ / 52.1993876; 0.1201093﻿ (St Edmund's Priory, Cambridge)",Cambridgeshire
Cambridge — St Radegund's Priory,"Benedictine nuns
cellfounded c.1133-8 by John de Cranden, Prior of Ely with endowment confirmed by Stephen;destroyed 1313, 1376 and 1389;dissolved 1496 for the founded of Jesus College, Cambridge, which currently occupies the site",The Priory Church of the Blessed Virgin Mary and Saint Radegund,"52°12′33″N 0°07′29″E﻿ / ﻿52.209086°N 0.124712°E﻿ / 52.209086; 0.124712﻿ (St. Radegund's Priory, Cambridge)",Cambridgeshire
Chatteris Abbey,"Benedictine nunsfounded 1006-16 by Ednoth, Bishop of Dorchester with his sister Aelfwen (or 980 by Alfwen, wife of Ethelstan, Earl of the East Angles);destroyed 1306-10;dissolved 3 September 1538; granted to Edward, Lord Clinton c.1551","The Abbey Church of the Blessed Virgin Mary, Chatteris
____________________Chateris Abbey",52°27′11″N 0°02′56″E﻿ / ﻿52.453057°N 0.048851°E﻿ / 52.453057; 0.048851﻿ (Chatteris Abbey),Cambridgeshire
Chesterton Whitefriars,Carmelite Friarsfounded 1247 (or 1249) by Edward I and other nobles;transferred to new site at Newnham 1249 (or 1251-6),,52°12′57″N 0°08′18″E﻿ / ﻿52.2158735°N 0.1384234°E﻿ / 52.2158735; 0.1384234﻿ (Chesterton Whitefriars),Cambridgeshire
Cherry Hinton,"Bridgettine monks and nuns
charter for founded 1406 — house never established",,,Cambridgeshire
Chippenham Preceptory,"Knights Hospitaller — under Clerkenwell, Middlesexfounded 1184 by William de Mandeville, Earl of Essex;
apparently annexed to Carbrook before 1489;dissolved 1535; granted to Sir Edward North 1540/1",,52°17′38″N 0°25′58″E﻿ / ﻿52.2940°N 0.4327°E﻿ / 52.2940; 0.4327﻿ (Chippenham Preceptory),Cambridgeshire
